cpu_load,battery_charge,radiation_exposure,temperature_interior,temperature_battery,communication_signal_strength,anomaly,timestamp,system_status,voltage,power,external_temperature
39.46809430365484,78.57201770324066,0.4554790676763646,26.014648227154524,27.26243701191877,-46.939411301238486,1,2024-05-03 18:26:00,0.4873163562138539,123.31263431403563,49.30743877696388,27.390189075961416
34.73274196892327,80.48194134340196,0.4439525953545443,21.264499468927845,29.331047682148903,-50.34329076586307,0,2024-07-10 09:18:00,0.4815402554525674,129.7554512712236,47.88054978838824,17.801959346005862
27.895069770227465,78.63262621870255,0.5408498655181456,25.188792124523893,34.21603208653087,-67.41537672580021,1,2024-06-24 20:06:00,0.4963286300337385,115.2082576215471,48.474055772596245,25.699106792591053
34.876706495401216,76.93470163611845,0.5255636361182778,22.27430921962851,30.38532410179962,-45.97105355748458,0,2024-11-20 18:37:00,1.0002961758733406,118.14341023336183,55.234558972440695,26.19249462836527
30.341877785887675,75.9683454929141,0.4814231624550061,21.05232253708956,25.489970660994267,-53.055085605996254,0,2024-11-09 15:55:00,0.9866691998901216,108.93665025993971,48.32377959065987,29.427885408475223
22.90279780957377,77.6577496905186,0.4516184542174934,27.384069374147384,27.22473497898586,-50.1353827807893,0,2024-10-13 13:39:00,0.999747112871284,108.0379337591933,43.29467643349216,33.90842393233426
27.60110864016676,66.68333665110204,0.4923240560085089,27.23233796870008,27.484283402312457,-52.770097555803886,1,2024-01-02 20:52:00,0.495782403848083,128.12525822394198,53.71825887770087,18.17661837049729
21.058085227883296,82.17860556655725,0.5782779821645707,26.855116461420963,28.109116667649936,-52.717357245861535,0,2024-07-14 04:41:00,0.9857836711992336,133.56240028570824,48.97561668067642,24.737630719684752
29.16865539826013,78.85951809334495,0.5388858145592689,22.36217511796919,27.40535762723794,-47.08444313595414,0,2024-09-04 14:27:00,0.9887340582703944,119.27989878419666,50.15697932766388,23.618323524778912
34.446554421438414,83.45524243045969,0.523074266964013,24.15135846776005,30.305052271746,-47.40916499732549,0,2024-06-13 16:56:00,1.010029518158354,130.03532897892023,58.03789153199755,27.16874842980481
27.790178409246646,93.92115457316235,0.5382284915482423,25.8518553321136,29.29789292549616,-54.56515373444265,0,2024-09-30 16:02:00,0.9919372296202184,123.61636025047635,49.897197213247466,26.07834385466809
23.21989421784518,65.54306801824254,0.5689398186991156,22.94944998156228,28.90721462148335,-40.30847338004354,1,2024-12-12 23:57:00,1.000299771215385,113.54880245394875,51.44591836559363,23.2372687863169
34.43215632197293,88.44667898989621,0.550000394497987,26.31987612524816,30.23163933786535,-43.283748387624506,0,2024-05-22 14:40:00,0.5042877182098915,123.61395605508415,44.10538254350837,22.795489056945723
31.49645082019275,85.49897613325706,0.5809443006527886,24.280084983382043,30.66858079994689,-41.73861893121937,0,2024-01-07 00:50:00,0.9957604084255648,135.38036566465968,48.9016527382452,19.41774572407976
34.27736255125202,83.63683611415391,0.5859529140429148,26.070370091590924,30.82781971308923,-44.06034050574428,0,2024-01-20 09:10:00,1.0133031642603625,119.64173960890048,53.047630226043005,29.939307912032547
26.77013479856803,89.23214437499675,0.559366114456852,24.779116562053403,28.651970762093303,-49.23029311164654,0,2024-01-25 04:22:00,1.002457262843586,135.64643655814007,42.22313133079379,27.296020907997647
27.988948176513706,80.65100670538303,0.459998030694392,25.850816639077166,25.27529182036715,-46.21193972502973,0,2024-03-12 22:30:00,1.009159628086021,93.80254895910255,51.00422546557855,29.588840988975686
25.059201229219735,81.25744004011362,0.5807204094071192,26.34793067224673,32.18362522963188,-51.992696442294445,1,2024-06-08 19:21:00,1.013176223293096,128.21902504375223,50.50395536322403,23.448019317622432
29.742609352212277,93.60706949387549,0.5210239073625851,26.54618449635341,32.91609368016988,-44.1775656359898,0,2024-02-22 22:49:00,0.4947473810051961,120.87047068238171,50.2064372779372,21.71582265652785
21.530164232684044,93.7366237928891,0.4775030921326746,20.13662020401738,29.348061143065333,-49.071128727782366,0,2024-07-26 22:50:00,0.9982303066565678,117.00992649534132,55.18579449329121,19.60842466685386
25.32728326756804,93.9510857899138,0.4769877474782765,24.07693568422825,29.10163274798069,-60.692528592402056,0,2024-07-07 09:01:00,0.5239752171829517,120.91760776535503,51.67219257424261,26.794587918703296
22.304684727097243,81.10246667819919,0.522401213349102,20.581407445642448,26.83725026288333,-40.68515063925732,0,2024-10-05 08:00:00,1.0178629032388664,100.12431085399108,57.39035949178222,19.801033877358826
27.199122480514543,91.27260451514542,0.5682489354944427,26.270321675877756,26.097656860654777,-43.22552738524876,0,2024-09-02 21:19:00,0.5077240014213138,117.80328112162488,45.03205242202982,34.24331534483275
20.4163618181283,83.5472006263496,0.6953937752359918,23.4907631853344,33.3101613586954,-45.65194139152668,1,2024-08-23 11:09:00,1.0137832292923257,123.57112571511746,50.67962283609174,18.4617870945328
25.90778284653525,88.11525648763788,0.7089965939984084,23.64361190016911,26.472318546316917,-48.170105839464895,1,2024-11-03 12:42:00,1.0034760047693263,134.77894044741515,50.42233393194974,26.36830059606251
33.49393195420537,92.50990982784816,0.5260184094652858,24.945911825152628,30.28838685064591,-54.30689830917314,0,2024-04-29 19:14:00,0.9813002047679268,114.81729781726352,44.6537275312246,32.834273536068935
22.077329123258284,86.96295630977774,0.5973957939472336,24.793419414342797,32.93668648710064,-43.80062082045304,0,2024-08-12 23:26:00,1.0154274878773577,111.91506397106812,54.78147501045673,27.995448796319046
24.68785167550081,89.98517732477664,0.5010338467353227,20.8778157722898,28.766511196561652,-40.10521708008479,0,2024-04-13 14:55:00,1.0104169655752098,114.98242956415463,61.62336652926409,25.878368562458895
28.38978394790732,92.27419776787086,0.5486845860630531,24.31718387512631,26.73814901564972,-52.50529476349044,0,2024-02-26 07:06:00,0.9993619544227256,129.15402117702075,49.914969627580845,20.15758176519052
29.18777571406952,84.48977637711758,0.4871917036878728,25.796715092596028,30.74814139041517,-49.77730314582502,0,2024-02-19 16:09:00,1.0038839886855044,123.28751109659684,52.52510544136884,18.091154057161482
28.05082900245522,77.32660144690126,0.5561581661774733,26.948537409701547,27.58214935782646,-58.3601028377655,1,2024-12-17 09:38:00,0.4959256192486383,114.70239796232961,50.42259237907663,28.85025054458793
19.01483451290478,80.58337480696645,0.5261706426541801,23.893694731371976,32.001175278820256,-43.52026583604758,1,2024-10-12 18:44:00,0.5047492666906491,125.13267433113356,46.43207665046412,32.53073620387473
30.10728660801925,74.22234658903955,0.4953856644388509,24.133608032266707,30.230441202877024,-45.96635313715265,1,2024-11-01 13:22:00,0.5178926606076708,120.9707754934804,40.89619861098992,22.80575004760914
24.0665621224246,83.84323034232068,0.7569093145153358,22.3753256165805,25.785281144831384,-48.849504122455,1,2024-02-07 06:51:00,0.4791366009340718,129.68644990532889,46.471132584523176,19.304692461918243
28.40705259715389,93.59909885731768,0.4533431528863411,25.782852091883548,27.90707180076253,-55.82693472968428,1,2024-01-14 06:10:00,0.5133487442272127,112.97946906122648,43.04020809524134,12.709152847254908
25.689004598231868,80.77376215956802,0.5670489534324408,26.12841761999235,33.05929455013022,-48.05803327521907,0,2024-04-03 23:31:00,0.4896678440197748,116.72337853402232,58.52051039029559,20.09617578168731
29.496917911527746,78.9636675041564,0.4679037922713427,21.28759718474852,25.464880453879008,-44.04726044235759,0,2024-02-09 06:43:00,0.9956610718183404,116.07891846867842,49.424451530383806,24.4317157875048
23.437364221463355,87.30346614889861,0.5458989155698222,22.60266236339301,27.02022325412592,-43.75726046326937,0,2024-12-13 19:12:00,1.014848968304104,105.36485051867882,48.27040335476415,32.99561620418367
31.20602328352311,78.49857918674697,0.5962040546807877,22.458228344733996,40.83095948755815,-50.74743925813304,1,2024-08-07 05:39:00,0.499769800158498,122.96120277064576,54.44576912393903,28.365668461164844
27.631316179397352,81.68103061206199,0.5145210549373418,21.770462052183863,25.552678126593708,-43.53841558418984,0,2024-09-13 04:28:00,0.9938670304281928,122.6105527217989,44.39124448572056,26.525427023533766
29.18125999803848,81.54087049790739,0.6138167987520016,28.025174395781907,29.46238522403471,-44.61334604744905,1,2024-01-30 19:42:00,0.4922409561388395,120.05113456642461,46.165679809977235,22.999401693494345
31.797798578883533,94.37886083375182,0.4634301064802992,24.54236722188966,28.67083889194165,-40.51985238730081,0,2024-01-06 21:15:00,0.9940409549413524,117.65412866624852,50.34036134624311,22.08417141372022
26.830968016331468,73.52072713178613,0.5328662859460525,26.70889340072042,26.187723534301604,-41.9080392730634,1,2024-04-24 23:08:00,0.4835452391296408,105.84629257949585,55.1438449571174,32.02823798753982
32.99064976504214,66.59232107665206,0.527842404632493,22.907888111539982,26.946883386413635,-43.19485365355172,1,2024-05-03 18:05:00,0.497477101397132,115.79354677234642,52.50842522584394,26.00369270379195
28.33305206243605,94.55446570732931,0.499940936694575,18.694897918968653,29.94532850912096,-54.52313103914407,1,2024-06-08 00:36:00,0.4989223099734138,116.57285483473231,51.24162571257941,14.48699654039489
29.33131866666178,76.34684906746125,0.4521674052962189,27.961886303708003,26.76260385077673,-49.86139627236577,0,2024-11-23 06:44:00,1.000768327750066,111.9772273077838,50.39058867618008,21.632301760513787
31.57721940367924,79.76935480400749,0.53664652511009,24.57902012333829,33.31587198376416,-41.45528881154407,0,2024-02-07 00:29:00,1.0101823183320346,118.3871428833399,52.001179277633874,20.708919841141867
21.139699671833444,90.82329776315356,0.4881774333686071,24.16761485274273,33.77783380924259,-45.63515957497044,0,2024-01-21 17:24:00,0.4993234722340122,124.04050856814538,51.008264525646275,22.268679954112677
20.353600497309,86.46489552434744,0.537592248219739,17.51415261202028,25.984945414997547,-45.76326598404437,1,2024-03-08 10:18:00,0.4848364429634882,138.8618590121053,44.850138626115324,27.814553301425427
32.854158023761016,76.08601911707284,0.5434422054635905,21.54559495805801,17.679026434826397,-54.31353171656911,1,2024-04-07 03:52:00,0.4914161246609882,121.74577812831839,50.230396108165756,24.462775591028752
22.085949703497917,90.02377264839302,0.5082858115046011,21.74851691572896,32.38254002649744,-43.98761873483766,0,2024-11-28 14:26:00,1.009308613974489,122.57550390722764,44.631556705411235,24.61567296498169
28.349330191212182,85.25924224740386,0.5354934932443577,23.90618011780581,31.41623551228732,-48.27191414114403,0,2024-04-07 06:45:00,0.9894762797756406,119.25554084233833,50.405412714504116,31.567365806626185
31.2962344054123,79.23614043128705,0.6626180073661391,22.43083494516221,34.551656423654066,-51.10934940690542,0,2024-04-13 04:49:00,0.4934609924290545,100.81228784700959,47.59676029255879,21.51769455106656
31.54733552783313,81.8179920572589,0.5132945216960008,24.021686186610367,16.963989408808462,-51.42087181216173,1,2024-03-20 01:09:00,1.0070243731717607,119.73486124550783,62.696908113914304,34.32099762943675
20.26620651273686,93.45373143675906,0.4987822889690048,18.75465117379485,26.16273989403284,-41.68831132534692,1,2024-11-05 10:53:00,0.5103639968904109,120.60230209941027,49.80052808124144,21.64346204314457
24.697344144842702,92.1834485731651,0.6046665558294813,22.387554514137555,27.36743948783998,-51.13500014299891,1,2024-02-24 20:36:00,0.5080508223843785,144.63242112485287,42.978802168692056,25.445990983062856
27.6291979554017,85.76089523197744,0.4512340297052029,20.66636997111748,42.39283985097223,-46.6941092667426,1,2024-06-21 11:43:00,0.5069894491400598,118.07639035218878,49.329098946615375,23.593982022986165
23.30731438176306,75.52193523031521,0.5129069955167804,25.42738507114287,29.861650630956557,-48.71610734200737,0,2024-09-24 15:55:00,0.9921418159867522,123.01547342333612,52.59679372818944,25.617095667504806
31.272622978986185,83.7346251873586,0.5426099394451607,25.641908375918515,30.335990966081127,-47.91604484605851,0,2024-06-07 14:02:00,1.001295467052201,119.65288230294756,58.366819730762614,27.222959975365644
21.98247825855165,83.27074994607997,0.6502996764270631,20.15879367057044,26.155392632277465,-40.159967890644175,1,2024-06-05 13:56:00,0.5006767148955845,108.31321962380468,47.052738000306405,27.169176200444383
33.69473049534439,78.85738167868546,0.7522957946021873,24.812718706378742,29.03713648810457,-42.46899031747528,1,2024-01-21 07:45:00,0.4850740400586959,131.4282281451502,42.087860129881804,21.2344133468971
21.9528824659896,79.8736526818263,0.4610749636396768,26.492376391738176,26.09592399414261,-45.9116187377568,0,2024-06-23 05:03:00,0.5044190545403584,127.51933032686775,54.084185057154905,19.385426612762146
41.37254537067876,84.4849152020106,0.5535489272000416,22.38248686193221,29.74840188673841,-40.4572133592693,1,2024-04-09 21:47:00,1.0042310305183917,127.91031947043047,43.097006470501746,37.515858954528554
24.28781556554958,93.76447594689256,0.4868017026759682,20.848409874421257,30.399991888755995,-53.99833453659525,0,2024-03-17 00:37:00,0.989698825765668,110.9061254520526,47.819222792462575,22.580078301997233
19.455897648624624,77.60949163766725,0.5637620286211833,26.510570618167915,28.997712422789476,-46.82976236914383,1,2024-12-18 04:56:00,0.4992077122272319,134.027943109361,48.71189757244503,28.496062193359933
25.755744910535803,78.07340245283801,0.5362262972364907,25.428912223350867,32.98820952156629,-51.81779325268208,0,2024-01-17 22:36:00,1.002554028999456,105.98148937207719,49.65183273349946,16.961793447384018
30.200393370576624,86.65058355234262,0.5007967112273565,22.10464507254442,21.0622497678839,-44.520034877702365,1,2024-06-18 01:05:00,0.5108087077806803,125.8685709380027,53.445822285371676,23.601936400476617
23.105996841112272,77.75490265714069,0.499850717766075,27.363054043847807,30.39892632216622,-50.36956884410285,0,2024-12-14 12:22:00,0.5024869147751808,141.90455625809977,46.58182858856806,24.364003080087784
26.9876260456828,91.42225003467313,0.5830649139303011,27.32188935726597,27.63070096912428,-40.68384024304025,0,2024-06-14 01:47:00,0.9912087063201288,110.09463674869312,48.631353739166194,27.36407534963916
29.564651153103277,83.4322896869237,0.4742347866711569,27.349973567807503,27.952611617669053,-51.11158211318433,0,2024-12-15 10:42:00,0.9849157529677484,114.33702270397228,49.92864823525306,11.387729295040305
21.26602076302787,92.01474864845832,0.5522248099883119,23.13885623369812,25.53825621346997,-45.08285383843686,0,2024-07-28 18:04:00,0.985893879938814,120.99651365087641,50.74798978759394,25.830703065391653
39.75981354473181,77.1574363218617,0.5819655136123572,27.672904688100825,25.67673153756164,-49.577704549172175,1,2024-08-21 17:09:00,0.9920919787774282,114.965243458838,50.48913587353962,19.251292723160535
27.112683409046998,72.54750932017889,0.6031062171000742,27.11693572836327,34.24933332390627,-41.903467232936,1,2024-11-09 10:34:00,0.4956394719412799,104.49336568933867,52.1800288761129,26.62172855597462
33.642036438831646,81.20318524813916,0.5152034987853427,24.7801150351722,32.427948371086494,-54.14359834980145,0,2024-08-18 18:15:00,1.0056535418728596,120.68562974806028,54.21919754820868,19.818354015809184
31.421663953282653,79.97601286117246,0.5579918506657805,26.040909534442,27.277875439841974,-44.13681659116409,0,2024-05-27 13:11:00,1.0017137994672354,109.37696286273895,51.96317057825484,20.722586520372094
30.93607598152906,73.86347787932661,0.5798056000821591,20.460104737610425,30.068172688848623,-46.66455965714786,1,2024-04-10 10:14:00,0.5009047884735451,124.73592430635182,52.26792761754609,23.63186194803366
24.907534006515743,82.83701052787096,0.5006730287577474,28.09228989851653,27.14743777842584,-42.18715964249417,0,2024-10-20 19:25:00,1.0037924800662197,110.80575765766197,42.08888416626761,19.738352651984023
23.650932377843358,85.17790691543381,0.4459988780299009,23.687035948076364,30.820115301326148,-52.29141836635541,0,2024-10-26 13:57:00,0.9950467285495666,135.4993440501754,50.2511384958284,22.622327766323224
27.4730943637474,81.6679553505578,0.5181114407875025,24.99360422322591,33.07662113511048,-44.52840682293195,0,2024-11-23 16:38:00,0.5043756734563714,112.16746707663764,52.39753774000804,19.033121157283425
27.577010113883343,93.26190203780315,0.4686615657303604,25.47870745426317,31.005905274095035,-43.24293672903571,0,2024-09-20 20:17:00,0.9965021866809268,116.77938483794324,53.64470597285225,15.834147741506362
26.45602441422282,93.6493415340597,0.5481433405577189,20.520672703012945,34.559564518917654,-50.96652476324012,0,2024-03-10 17:40:00,1.0022871132527442,128.1351721736967,46.53824612883103,30.089785262146798
31.282760366455097,78.6763950971348,0.5860347540949685,26.584876474910548,29.7821652478712,-65.3446442614566,1,2024-01-15 18:02:00,0.4975005640873843,107.69135683566044,46.70480362555678,18.519756535880358
22.24880296767791,94.12259481008682,0.4435254289758512,17.42537119275107,29.813797678397663,-40.01728183805682,1,2024-10-01 08:49:00,0.4905517610635623,122.2745993460413,47.12949662358201,24.10659556196008
